Model,Train Accuracy,Test Accuracy,Train Precision,Test Precision,Train Recall,Test Recall,Train F1,F1 (Test),Specificity (Test),ROC-AUC (Test),CV F1 Mean,CV F1 Std
RandomForest - Baseline,0.999,0.8,0.9984038308060654,0.6946826758147513,0.9984038308060654,0.645933014354067,0.9984038308060654,0.6694214876033058,0.8703568827385287,0.8506698448431879,0.6998476746698408,0.018188538614310124
