Model,Train Accuracy,Test Accuracy,Train Precision,Test Precision,Train Recall,Test Recall,Train F1,F1 (Test),Specificity (Test),ROC-AUC (Test),CV F1 Mean,CV F1 Std
LogReg - Weighted,0.820625,0.7995,0.6687677277024897,0.6395061728395062,0.8467677573822825,0.8261562998405104,0.7473146680753654,0.720946416144746,0.7873270211216314,0.8835690829404172,0.7453791055151634,0.007574008811694075
