Model,Train Accuracy,Test Accuracy,Train Precision,Test Precision,Train Recall,Test Recall,Train F1,F1 (Test),Specificity (Test),ROC-AUC (Test),CV F1 Mean,CV F1 Std
RandomForest - SMOTE (Untuned),0.9992719330178377,0.808,0.9985459832788077,0.6969205834683955,1.0,0.6858054226475279,0.9992724627137141,0.6913183279742765,0.8638018936635106,0.8539978695995104,0.8643881887986355,0.06351978783093667
