Model,Train Accuracy,Test Accuracy,Train Precision,Test Precision,Train Recall,Test Recall,Train F1,F1 (Test),Specificity (Test),ROC-AUC (Test),CV F1 Mean,CV F1 Std
LogReg - Weighted + Tuned,0.821,0.7995,0.6690806045340051,0.6395061728395062,0.8479648842777334,0.8261562998405104,0.7479760647659275,0.720946416144746,0.7873270211216314,0.883615547509441,0.7457379029198565,0.007396490439434942
