Model,Train Accuracy,Test Accuracy,Train Precision,Test Precision,Train Recall,Test Recall,Train F1,F1 (Test),Specificity (Test),ROC-AUC (Test),CV F1 Mean,CV F1 Std
RandomForest - Tuned (No SMOTE),0.88125,0.823,0.8288250211327134,0.7256198347107438,0.7825219473264166,0.7001594896331739,0.805008210180624,0.7126623376623377,0.8790968681718864,0.8725000609847469,0.7320080260893574,0.020476328606740736
