Model,Train Accuracy,Test Accuracy,Train Precision,Test Precision,Train Recall,Test Recall,Train F1,F1 (Test),Specificity (Test),ROC-AUC (Test),CV F1 Mean,CV F1 Std
LogReg - Tuned (No Weights),0.846375,0.832,0.7674905739421869,0.7358184764991896,0.7310454908220272,0.7240829346092504,0.7488248518291437,0.729903536977492,0.8812818645302258,0.8836376181797273,0.7415368985827289,0.016968031757809376
