Model,Train Accuracy,Test Accuracy,Train Precision,Test Precision,Train Recall,Test Recall,Train F1,F1 (Test),Specificity (Test),ROC-AUC (Test),CV F1 Mean,CV F1 Std
CatBoost - Weighted + Tuned,0.830625,0.8145,0.6927973199329983,0.6671018276762402,0.825219473264166,0.8149920255183413,0.7532325623747951,0.7336683417085427,0.8142753095411508,0.8812539857888116,0.7496949547934401,0.008761840493075726
